基金代码,基金简称,2021-08-25-单位净值,2021-08-25-累计净值,2021-08-24-单位净值,2021-08-24-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
003484,金鹰鑫益混合A,,,1.2892,1.3492,,,开放申购,开放赎回,0.10%
008954,安信价值回报三年持有混合A,,,1.2892,1.3892,,,开放申购,暂停赎回,0.15%
460008,华泰柏瑞稳健收益债券A,,,1.2891,1.4991,,,限大额,开放赎回,0.08%
011369,华商均衡成长混合A,,,1.2891,1.2891,,,开放申购,开放赎回,0.15%
007258,凯石沣混合C,,,1.2889,1.2889,,,开放申购,开放赎回,0.00%
002421,新华增强债券A,,,1.2888,1.2888,,,开放申购,开放赎回,0.08%
501208,中欧创新未来18个月封闭混合,,,1.2883,1.2883,,,场内交易,场内交易,0.00%
000997,南方双元A,,,1.2880,1.3140,,,限大额,开放赎回,0.08%
003301,华夏鼎融债券A,,,1.2880,1.2880,,,限大额,开放赎回,0.80%
001003,华夏债券C,,,1.2880,2.1380,,,限大额,开放赎回,0.00%
162720,广发创业板两年定开混合,,,1.2880,1.2880,,,暂停申购,暂停赎回,0.15%
485119,工银信用纯债债券A,,,1.2876,1.3286,,,限大额,开放赎回,0.08%
002102,创金合信转债精选债券C,,,1.2875,1.2574,,,开放申购,开放赎回,0.00%
007415,南方致远混合A,,,1.2874,1.2874,,,开放申购,开放赎回,0.12%
004651,长信利丰债券E,,,1.2870,1.6840,,,开放申购,开放赎回,0.00%
000072,华安稳健回报混合,,,1.2869,2.2614,,,开放申购,开放赎回,0.15%
007135,广发中证100ETF联接A,,,1.2869,1.2869,,,开放申购,开放赎回,0.12%
004561,汇安丰益混合C,,,1.2862,1.2862,,,开放申购,开放赎回,0.00%
011370,华商均衡成长混合C,,,1.2862,1.2862,,,开放申购,开放赎回,0.00%
519738,交银周期回报灵活配置混合A,,,1.2860,1.8490,,,开放申购,开放赎回,0.15%
007840,汇添富中证长三角ETF联接C,,,1.2854,1.2854,,,开放申购,开放赎回,0.00%
002963,易方达黄金ETF联接C,,,1.2853,1.2853,,,开放申购,开放赎回,0.00%
010667,安信价值回报三年持有混合C,,,1.2852,1.3852,,,开放申购,暂停赎回,0.00%
008199,华夏创新100ETF联接A,,,1.2849,1.2849,,,开放申购,开放赎回,0.12%
660002,农银恒久增利债券A,,,1.2848,1.7967,,,开放申购,开放赎回,0.08%
009190,景顺长城核心优选混合,,,1.2848,1.2848,,,开放申购,开放赎回,0.15%
004739,上投摩根安隆回报C,,,1.2846,1.2846,,,开放申购,开放赎回,0.00%
010141,朱雀企业优选A,,,1.2842,1.2842,,,开放申购,开放赎回,1.50%
005537,中航新起航灵活配置混合A,,,1.2841,1.2841,,,开放申购,开放赎回,0.10%
001806,易方达瑞智灵活配置混合I,,,1.2840,1.2840,,,限大额,开放赎回,0.60%
007992,华夏中证全指证券公司ETF联接A,,,1.2840,1.2840,,,开放申购,开放赎回,0.12%
003379,信诚至选混合A,,,1.2836,1.4306,,,限大额,开放赎回,0.08%
003662,鹏华永盛一年定开债,,,1.2834,1.2834,,,暂停申购,暂停赎回,0.06%
005493,鑫元价值精选混合A,,,1.2834,1.2834,,,开放申购,开放赎回,0.12%
004617,建信鑫稳回报灵活配置混合A,,,1.2832,1.4332,,,限大额,开放赎回,0.15%
002194,北信瑞丰稳定增强,,,1.2830,1.2830,,,开放申购,开放赎回,0.08%
002587,金鹰添利信用债债券C,,,1.2830,1.2830,,,开放申购,开放赎回,0.00%
007136,广发中证100ETF联接C,,,1.2829,1.2829,,,开放申购,开放赎回,0.00%
400027,东方双债添利债券A,,,1.2824,1.7523,,,开放申购,开放赎回,0.08%
002900,南方中证500信息技术联接A,,,1.2823,1.2823,,,开放申购,开放赎回,0.12%
003380,信诚至选混合C,,,1.2822,1.4272,,,限大额,开放赎回,0.00%
003813,泰康金泰3月定开混合,,,1.2817,1.2817,,,暂停申购,暂停赎回,1.00%
003308,中信建投睿利A,,,1.2813,1.4636,,,开放申购,开放赎回,0.12%
008893,创金合信鑫利混合A,,,1.2812,1.2812,,,暂停申购,开放赎回,0.12%
003412,鹏华弘康灵活配置混合C,,,1.2811,1.2811,,,限大额,开放赎回,0.00%
001328,鹏华弘华混合C,,,1.2808,1.2808,,,限大额,开放赎回,0.15%
004598,南方银行ETF联接C,,,1.2806,1.2806,,,开放申购,开放赎回,0.00%
008681,鹏华价值成长混合,,,1.2806,1.2806,,,开放申购,开放赎回,0.15%
501200,民生加银科创3年封闭混合,,,1.2806,1.2806,,,场内交易,场内交易,1.50%
008499,鹏扬景科混合A,,,1.2805,1.2805,,,限大额,开放赎回,0.10%
202017,南方深证成份ETF联接A,,,1.2802,1.2802,,,开放申购,开放赎回,0.12%
004808,中银证券安弘债券C,,,1.2802,1.2802,,,开放申购,开放赎回,0.00%
162212,泰达宏利红利先锋混合,,,1.28,2.0410,,,开放申购,开放赎回,0.15%
008200,华夏创新100ETF联接C,,,1.2798,1.2798,,,开放申购,开放赎回,0.00%
007993,华夏中证全指证券公司ETF联接C,,,1.2787,1.2787,,,开放申购,开放赎回,0.00%
003183,华富弘鑫混合C,,,1.2786,1.3236,,,限大额,开放赎回,0.00%
005314,万家中证1000指数增强C,,,1.2785,1.8882,,,开放申购,开放赎回,0.00%
519212,万家宏观择时多策略混合,,,1.2784,1.2784,,,开放申购,开放赎回,0.15%
001326,鹏华弘和混合C,,,1.2782,1.4262,,,限大额,开放赎回,0.15%
000001,华夏成长混合,,,1.2780,3.7890,,,开放申购,开放赎回,0.15%
005313,万家中证1000指数增强A,,,1.2778,1.9137,,,开放申购,开放赎回,0.15%
360010,光大均衡精选混合,,,1.2776,1.8978,,,开放申购,开放赎回,0.15%
164809,工银中证500ETF联接A,,,1.2775,1.6097,,,限大额,开放赎回,0.10%
008222,兴业机遇债券C,,,1.2765,1.3165,,,开放申购,开放赎回,0.00%
400029,东方双债添利债券C,,,1.2760,1.7152,,,开放申购,开放赎回,0.00%
000672,工银绝对收益混合发起B,,,1.2760,1.2760,,,开放申购,开放赎回,0.00%
519759,交银周期回报灵活配置混合C,,,1.2760,1.7990,,,开放申购,开放赎回,0.00%
004618,建信鑫稳回报灵活配置混合C,,,1.2760,1.4260,,,限大额,开放赎回,0.00%
004720,华夏睿磐泰茂混合A,,,1.2759,1.2979,,,限大额,开放赎回,0.08%
002455,民生加银鑫喜混合,,,1.2757,1.5647,,,限大额,开放赎回,0.05%
008704,广发高股息优享混合A,,,1.2757,1.2757,,,开放申购,开放赎回,0.15%
002147,长安鑫益增强混合C,,,1.2756,1.2756,,,限大额,开放赎回,0.00%
006448,华夏全球聚享C人民币,,,1.2755,1.2755,,,开放申购,开放赎回,0.00%
001932,国寿安保灵活优选混合,,,1.2749,1.3802,,,开放申购,开放赎回,0.08%
010142,朱雀企业优选C,,,1.2749,1.2749,,,开放申购,开放赎回,0.00%
870009,广发平衡精选一年持有混合A,,,1.2749,1.4313,,,开放申购,开放赎回,0.10%
001223,鹏华文化传媒娱乐股票,,,1.2740,1.2740,,,开放申购,开放赎回,0.15%
008500,鹏扬景科混合C,,,1.2737,1.2737,,,限大额,开放赎回,0.00%
008894,创金合信鑫利混合C,,,1.2732,1.2732,,,暂停申购,开放赎回,0.00%
001139,华安新动力灵活配置混合,,,1.2730,1.2730,,,开放申购,开放赎回,0.15%
007223,工银中证500ETF联接C,,,1.2728,1.2728,,,开放申购,开放赎回,0.00%
002245,泰康稳健增利债券A,,,1.2724,1.2724,,,开放申购,开放赎回,0.08%
001303,银华稳利灵活配置混合A,,,1.2720,1.2720,,,开放申购,开放赎回,0.06%
010147,博道嘉兴一年持有期混合,,,1.2720,1.2720,,,开放申购,暂停赎回,0.15%
010001,创金合信研究精选股票A,,,1.2720,1.2720,,,开放申购,开放赎回,0.15%
005088,嘉实新添辉定期混合A,,,1.2712,1.2712,,,暂停申购,暂停赎回,0.08%
009885,新华景气行业混合A,,,1.2712,1.2712,,,开放申购,开放赎回,0.15%
002384,九泰鸿祥服务升级灵活配置混合,,,1.2710,1.2710,,,限大额,开放赎回,1.50%
007385,华泰保兴安盈定开混合,,,1.2708,1.2708,,,暂停申购,暂停赎回,0.80%
008898,国寿创精选88ETF联接A,,,1.2705,1.2705,,,开放申购,开放赎回,0.12%
001594,天弘中证银行ETF联接A,,,1.2702,1.2702,,,开放申购,开放赎回,0.10%
007416,南方致远混合C,,,1.2701,1.2701,,,开放申购,开放赎回,0.00%
872019,广发平衡精选一年持有混合C,,,1.2697,1.4271,,,开放申购,开放赎回,0.00%
501036,汇添富中证500A,,,1.2694,1.2694,,,开放申购,开放赎回,0.08%
160608,鹏华普天债券B,,,1.2690,1.9310,,,限大额,开放赎回,0.00%
009880,安信成长动力一年持有混合,,,1.2687,1.2687,,,开放申购,开放赎回,0.15%
008991,申万菱信安鑫慧选混合A,,,1.2685,1.2685,,,暂停申购,开放赎回,0.06%
002521,永赢双利债券A,,,1.2682,3.1182,,,开放申购,开放赎回,0.08%
150103,银河银泰混合,,,1.2682,5.2192,,,开放申购,开放赎回,1.00%
008705,广发高股息优享混合C,,,1.2675,1.2675,,,开放申购,开放赎回,0.00%
003073,泰达宏利汇利债券A,,,1.2673,1.3155,,,开放申购,开放赎回,0.80%
162215,泰达宏利聚利债券(LOF),,,1.2670,1.9280,,,开放申购,开放赎回,0.08%
002600,易方达裕景添利6个月定开债,,,1.2670,1.3670,,,暂停申购,暂停赎回,0.06%
007101,中欧远见两年定开混合C,,,1.2670,1.8977,,,暂停申购,暂停赎回,0.00%
005991,长信利丰债券A,,,1.2670,1.5840,,,开放申购,开放赎回,0.08%
008992,申万菱信安鑫慧选混合C,,,1.2669,1.2669,,,暂停申购,开放赎回,0.00%
008110,九泰科盈价值混合A,,,1.2668,1.2668,,,限大额,开放赎回,0.15%
002522,永赢双利债券C,,,1.2663,1.2793,,,开放申购,开放赎回,0.00%
011938,博时新能源汽车主题混合A,,,1.2663,1.2663,,,开放申购,开放赎回,0.15%
010002,创金合信研究精选股票C,,,1.2661,1.2661,,,开放申购,开放赎回,0.00%
005096,国泰量化成长优选混合C,,,1.2655,1.2655,,,限大额,开放赎回,0.00%
008899,国寿创精选88ETF联接C,,,1.2655,1.2655,,,开放申购,开放赎回,0.00%
009886,新华景气行业混合C,,,1.2654,1.2654,,,开放申购,开放赎回,0.00%
001453,鹏华弘鑫混合A,,,1.2648,1.3338,,,限大额,开放赎回,0.15%
005538,中航新起航灵活配置混合C,,,1.2647,1.2647,,,开放申购,开放赎回,0.00%
002935,泰康恒泰回报混合C,,,1.2646,1.5164,,,开放申购,开放赎回,0.00%
004751,广发鑫和灵活配置混合C,,,1.2646,1.2979,,,限大额,开放赎回,0.00%
006147,宝盈融源可转债债券A,,,1.2645,1.2645,,,开放申购,开放赎回,0.08%
011939,博时新能源汽车主题混合C,,,1.2645,1.2645,,,开放申购,开放赎回,0.00%
001664,平安鑫安混合A,,,1.2643,1.2643,,,限大额,开放赎回,0.12%
004438,鹏华永安定期开放债券,,,1.2643,1.2643,,,暂停申购,暂停赎回,0.06%
007792,嘉实央企创新驱动ETF联接A,,,1.2642,1.2642,,,开放申购,开放赎回,0.12%
008033,中加科盈混合A,,,1.2642,1.2642,,,限大额,开放赎回,0.10%
001904,光大欣鑫混合C,,,1.2640,1.49,,,限大额,开放赎回,0.00%
000356,南方丰元信用增强债券C,,,1.2636,1.4839,,,开放申购,开放赎回,0.00%
005294,诺德新宜灵活配置混合,,,1.2635,1.2635,,,限大额,开放赎回,0.15%
003302,华夏鼎融债券C,,,1.2634,1.2634,,,限大额,开放赎回,0.00%
004852,广发价值回报混合A,,,1.2634,1.2634,,,开放申购,开放赎回,0.12%
008136,九泰科盈价值混合C,,,1.2631,1.2631,,,限大额,开放赎回,0.00%
070015,嘉实多元债券A,,,1.2630,1.9450,,,开放申购,开放赎回,0.08%
004721,华夏睿磐泰茂混合C,,,1.2628,1.2838,,,限大额,开放赎回,0.00%
004347,南方中证500信息技术联接C,,,1.2627,1.2627,,,开放申购,开放赎回,0.00%
506000,南方科创板3年定开混合,,,1.2626,1.2626,,,暂停申购,暂停赎回,0.15%
008119,鹏华金享混合,,,1.2624,1.2624,,,限大额,开放赎回,0.80%
002903,广发中证500ETF联接C,,,1.2622,1.2622,,,开放申购,开放赎回,0.00%
000998,南方双元C,,,1.2620,1.2880,,,限大额,开放赎回,0.00%
000310,安信永利信用A,,,1.2620,1.6120,,,暂停申购,暂停赎回,0.07%
001807,易方达瑞智灵活配置混合E,,,1.2620,1.2620,,,限大额,开放赎回,0.00%
580007,东吴安享量化混合,,,1.2613,1.8413,,,开放申购,开放赎回,0.15%
007923,方正富邦天鑫混合A,,,1.2613,1.2993,,,开放申购,开放赎回,0.15%
005494,鑫元价值精选混合C,,,1.2612,1.2612,,,开放申购,开放赎回,0.00%
008974,长城稳健增利债券C,,,1.2612,1.2612,,,开放申购,开放赎回,0.00%
001413,中融鑫起点混合A,,,1.2611,1.3111,,,暂停申购,开放赎回,0.15%
010964,鹏华可转债债券C,,,1.2610,1.2610,,,开放申购,开放赎回,0.00%
002422,新华增强债券C,,,1.2609,1.2609,,,开放申购,开放赎回,0.00%
007379,易方达上证50ETF联接基金A,,,1.2608,1.2608,,,开放申购,开放赎回,0.05%
002804,华泰柏瑞量化对冲,,,1.2606,1.2606,,,暂停申购,暂停赎回,0.15%
009318,南方成长先锋混合A,,,1.2601,1.2601,,,开放申购,开放赎回,0.15%
070016,嘉实多元债券B,,,1.26,1.8970,,,开放申购,开放赎回,0.00%
002729,华富益鑫灵活配置混合C,,,1.26,1.5560,,,限大额,开放赎回,0.00%
007793,嘉实央企创新驱动ETF联接C,,,1.2598,1.2598,,,开放申购,开放赎回,0.00%
519782,交银裕隆纯债债券A,,,1.2594,1.2594,,,限大额,开放赎回,0.08%
007454,民生加银嘉盈债券,,,1.2594,1.5044,,,暂停申购,开放赎回,0.80%
004345,南方深证成份ETF联接C,,,1.2593,1.2593,,,开放申购,开放赎回,0.00%
162205,泰达宏利风险预算混合,,,1.2592,3.3271,,,开放申购,开放赎回,0.15%
000341,嘉实新兴市场C2(QDII),,,1.2590,1.3140,,,限大额,开放赎回,0.00%
007924,方正富邦天鑫混合C,,,1.2587,1.2967,,,开放申购,开放赎回,0.00%
010076,湘财长弘灵活配置混合A,,,1.2586,1.2586,,,开放申购,开放赎回,0.15%
371020,上投摩根纯债债券A,,,1.2585,1.5915,,,开放申购,开放赎回,0.08%
004361,上投摩根安通回报混合A,,,1.2585,1.2896,,,开放申购,开放赎回,0.10%
162907,泰信中证锐联基本面400指数(LOF),,,1.2584,1.8481,,,开放申购,开放赎回,0.12%
673010,西部利得新动向混合,,,1.2580,1.7930,,,开放申购,开放赎回,0.15%
501037,汇添富中证500C,,,1.2580,1.2580,,,开放申购,开放赎回,0.00%
006843,中信建投睿溢混合C,,,1.2580,1.2580,,,开放申购,开放赎回,0.00%
007380,易方达上证50ETF联接基金C,,,1.2580,1.2580,,,开放申购,开放赎回,0.00%
004227,泰信鑫利混合A,,,1.2579,1.2579,,,开放申购,开放赎回,0.12%
001064,广发中证环保ETF联接A,,,1.2578,1.2578,,,开放申购,开放赎回,0.12%
870017,广发资管消费精选灵活配置混合,,,1.2576,2.3642,,,开放申购,开放赎回,0.10%
009179,嘉实中证主要消费ETF联接A,,,1.2576,1.2576,,,开放申购,开放赎回,0.12%
660102,农银恒久增利债券C,,,1.2573,1.6903,,,开放申购,开放赎回,0.00%
009931,淳厚欣享一年持有期混合A,,,1.2571,1.2571,,,开放申购,暂停赎回,0.12%
270009,广发增强债券,,,1.2570,1.7910,,,开放申购,开放赎回,0.00%
006148,宝盈融源可转债债券C,,,1.2570,1.2570,,,开放申购,开放赎回,0.00%
009726,招商中证500等权重指数增强A,,,1.2568,1.2568,,,开放申购,开放赎回,0.15%
001136,易方达裕如混合,,,1.2560,1.4560,,,开放申购,开放赎回,1.50%
180015,银华增强收益债券,,,1.2550,1.8890,,,开放申购,开放赎回,0.08%
000338,鹏华双债保利债券,,,1.2545,1.5978,,,限大额,开放赎回,0.08%
004635,中信建投睿利C,,,1.2544,1.4367,,,开放申购,开放赎回,0.00%
009180,嘉实中证主要消费ETF联接C,,,1.2542,1.2542,,,开放申购,开放赎回,0.00%
001073,华泰柏瑞量化绝对收益混合,,,1.2541,1.2541,,,暂停申购,暂停赎回,0.15%
630103,华商收益增强债券B,,,1.2540,1.76,,,开放申购,开放赎回,0.00%
001230,鹏华医药科技,,,1.2540,1.2540,,,开放申购,开放赎回,0.15%
001273,民生加银新动力混合A,,,1.2540,1.2540,,,限大额,开放赎回,0.05%
010077,湘财长弘灵活配置混合C,,,1.2540,1.2540,,,开放申购,开放赎回,0.00%
006119,银华中证央企结构调整ETF联接,,,1.2536,1.2536,,,开放申购,开放赎回,0.12%
009808,易方达创新成长混合,,,1.2533,1.2533,,,开放申购,开放赎回,0.15%
013224,浦银安盛港股通量化混合C,,,1.2526,1.2526,,,开放申购,开放赎回,0.00%
001595,天弘中证银行ETF联接C,,,1.2522,1.2522,,,开放申购,开放赎回,0.00%
003938,南方荣尊混合A,,,1.2518,1.2818,,,开放申购,开放赎回,0.06%
003221,新华丰利债券A,,,1.2515,1.2515,,,开放申购,开放赎回,0.08%
003283,信诚至裕灵活配置混合C,,,1.2515,1.2515,,,开放申购,开放赎回,0.00%
009939,淳厚欣享一年持有期混合C,,,1.2512,1.2512,,,开放申购,暂停赎回,0.00%
009319,南方成长先锋混合C,,,1.2511,1.2511,,,开放申购,开放赎回,0.00%
003234,信诚至利混合A,,,1.2507,1.2507,,,限大额,开放赎回,0.08%
005255,浦银安盛港股通量化混合A,,,1.2507,1.2507,,,开放申购,开放赎回,0.15%
010622,恒越成长精选混合A,,,1.2505,1.2505,,,开放申购,开放赎回,1.50%
007725,招商瑞文混合A,,,1.2502,1.2502,,,开放申购,开放赎回,0.10%
009727,招商中证500等权重指数增强C,,,1.2501,1.2501,,,开放申购,开放赎回,0.00%
400009,东方稳健回报债券A,,,1.25,1.4160,,,开放申购,开放赎回,0.08%
002136,广发鑫源混合C,,,1.25,1.25,,,限大额,开放赎回,0.00%
002405,光大中高等级债券A,,,1.25,1.2906,,,开放申购,开放赎回,0.08%
009456,东方稳健回报债券C,,,1.25,1.25,,,开放申购,开放赎回,0.00%
004413,建信民丰回报混合,,,1.2498,1.2498,,,暂停申购,暂停赎回,0.10%
161902,万家增强收益债券,,,1.2497,2.2904,,,开放申购,开放赎回,0.00%
000335,安信永利信用C,,,1.2490,1.5740,,,暂停申购,暂停赎回,0.00%
006213,东方臻选纯债债券C,,,1.2488,1.4688,,,限大额,开放赎回,0.00%
501203,易方达创新未来18个月封闭混合,,,1.2486,1.2486,,,场内交易,场内交易,0.00%
001113,南方大数据100A,,,1.2485,1.2485,,,开放申购,开放赎回,0.12%
008034,中加科盈混合C,,,1.2485,1.2485,,,限大额,开放赎回,0.00%
010623,恒越成长精选混合C,,,1.2485,1.2485,,,开放申购,开放赎回,0.00%
003235,信诚至利混合C,,,1.2483,1.2483,,,限大额,开放赎回,0.00%
003187,嘉实安益混合,,,1.2480,1.3050,,,限大额,开放赎回,0.00%
002492,工银月月薪定期支付债券C,,,1.2480,1.2480,,,开放申购,开放赎回,0.00%
006967,财通行业龙头精选混合A,,,1.2478,1.2478,,,开放申购,开放赎回,0.15%
003343,鹏华弘惠灵活配置混合A,,,1.2475,1.3365,,,限大额,开放赎回,0.15%
001454,鹏华弘鑫混合C,,,1.2474,1.3164,,,限大额,开放赎回,0.15%
003107,光大安祺债券A,,,1.2472,1.2472,,,开放申购,开放赎回,0.80%
009447,财通科技创新一年定开混合,,,1.2471,1.2471,,,暂停申购,暂停赎回,0.15%
007687,东方成长收益灵活配置混合C,,,1.2470,1.2470,,,限大额,开放赎回,0.00%
001601,鑫元鑫新收益灵活配置混合A,,,1.2469,1.4629,,,开放申购,开放赎回,0.12%
005717,兴业机遇债券A,,,1.2466,1.3166,,,开放申购,开放赎回,0.08%
002005,工银新得利混合,,,1.2460,1.2460,,,限大额,开放赎回,1.50%
001304,建信鑫安回报灵活配置混合,,,1.2460,1.4060,,,限大额,开放赎回,0.15%
009029,工银高质量成长混合A,,,1.2455,1.2455,,,开放申购,开放赎回,0.15%
485019,工银信用纯债债券B,,,1.2453,1.2813,,,限大额,开放赎回,0.00%
501092,交银瑞思三年封闭运作混合,,,1.2453,1.2453,,,暂停申购,暂停赎回,0.15%
003344,鹏华弘惠灵活配置混合C,,,1.2452,1.3342,,,限大额,开放赎回,0.15%
161216,国投瑞银双债债券(LOF)A,,,1.2450,1.8470,,,开放申购,开放赎回,0.08%
730001,方正富邦创新动力混合A,,,1.2449,1.9949,,,开放申购,开放赎回,0.15%
400030,东方添益债券,,,1.2445,1.3775,,,限大额,开放赎回,0.08%
010064,圆信永丰兴研A,,,1.2445,1.2445,,,开放申购,开放赎回,0.15%
006105,泰达宏利印度(QDII),,,1.2445,1.2445,,,开放申购,开放赎回,0.15%
519783,交银裕隆纯债债券C,,,1.2441,1.2441,,,限大额,开放赎回,0.00%
161031,富国中证工业4.0指数(LOF),,,1.2440,0.8860,,,开放申购,开放赎回,0.12%
005701,上投摩根香港精选港股通,,,1.2430,1.2430,,,开放申购,开放赎回,0.15%
007049,平安鑫安混合E,,,1.2430,1.2430,,,限大额,开放赎回,0.00%
007726,招商瑞文混合C,,,1.2429,1.2429,,,开放申购,开放赎回,0.00%
460108,华泰柏瑞稳健收益债券C,,,1.2427,1.4527,,,限大额,开放赎回,0.00%
002984,广发中证环保ETF联接C,,,1.2427,1.2427,,,开放申购,开放赎回,0.00%
519616,银河君信混合A,,,1.2424,1.4369,,,限大额,开放赎回,0.08%
400013,东方成长收益灵活配置混合A,,,1.2422,1.6433,,,限大额,开放赎回,0.06%
000181,景顺长城四季金利债券A,,,1.2420,1.4240,,,限大额,开放赎回,0.08%
002449,民生加银量化中国混合,,,1.2420,1.2420,,,限大额,开放赎回,0.15%
010237,安信创新先锋混合发起A,,,1.2419,1.2419,,,开放申购,开放赎回,0.15%
005089,嘉实新添辉定期混合C,,,1.2418,1.2418,,,暂停申购,暂停赎回,0.00%
008603,方正富邦新兴成长混合C,,,1.2415,1.2415,,,开放申购,开放赎回,0.00%
004853,广发价值回报混合C,,,1.2412,1.2412,,,开放申购,开放赎回,0.00%
550018,信诚优质纯债债券A,,,1.2410,1.5970,,,开放申购,开放赎回,0.08%
006968,财通行业龙头精选混合C,,,1.2409,1.2409,,,开放申购,开放赎回,0.00%
004818,国寿安保目标策略混合发起A,,,1.2405,1.2405,,,限大额,开放赎回,0.15%
002533,中加心享混合C,,,1.2401,1.5133,,,开放申购,开放赎回,0.00%
009005,创金合信鑫祺混合A,,,1.2401,1.2401,,,限大额,开放赎回,0.12%
002411,华夏新机遇混合A,,,1.24,1.4990,,,限大额,开放赎回,0.15%
009999,东方中国红利混合,,,1.24,1.24,,,开放申购,开放赎回,0.15%
002027,中加心享混合A,,,1.2395,1.3616,,,开放申购,开放赎回,0.08%
009539,兴业睿进混合A,,,1.2394,1.2394,,,开放申购,开放赎回,0.15%
485105,工银增强收益债券A,,,1.2393,2.0426,,,开放申购,开放赎回,0.08%
519933,长信利发债券,,,1.2390,1.3970,,,开放申购,开放赎回,0.08%
002398,华安安禧混合A,,,1.2389,1.2789,,,限大额,开放赎回,0.15%
003704,光大事件驱动混合,,,1.2386,1.2386,,,开放申购,开放赎回,0.15%
003842,中邮景泰灵活配置混合A,,,1.2384,1.3985,,,限大额,开放赎回,0.15%
400023,东方多策略灵活配置混合A,,,1.2382,1.4082,,,限大额,开放赎回,0.12%
004333,金鹰元盛债券型发起式E,,,1.2380,1.4390,,,开放申购,开放赎回,0.06%
001584,国投瑞银新活力定开混合A,,,1.2377,1.2417,,,暂停申购,暂停赎回,0.04%
007671,建信中证红利潜力指数A,,,1.2376,1.2376,,,开放申购,开放赎回,0.12%
010065,圆信永丰兴研C,,,1.2375,1.2375,,,开放申购,开放赎回,0.00%
004228,泰信鑫利混合C,,,1.2374,1.2374,,,开放申购,开放赎回,0.00%
004521,安信工业4.0灵活配置混合A,,,1.2373,1.2373,,,开放申购,开放赎回,0.15%
011488,申万菱信乐享混合,,,1.2373,1.2373,,,开放申购,开放赎回,0.15%
070037,嘉实纯债债券A,,,1.2372,1.3954,,,限大额,开放赎回,0.08%
010779,西部利得量化优选一年持有A,,,1.2371,1.2971,,,限大额,暂停赎回,0.15%
000015,华夏纯债债券A,,,1.2370,1.4070,,,开放申购,开放赎回,0.08%
001164,中欧琪和灵活配置混合A,,,1.2370,1.4655,,,开放申购,开放赎回,0.10%
002961,中欧双利债券A,,,1.2370,1.3250,,,开放申购,开放赎回,0.08%
165515,信诚沪深300指数(LOF),,,1.2370,1.8030,,,开放申购,开放赎回,0.12%
040012,华安强化收益债券A,,,1.2370,2.0560,,,开放申购,开放赎回,0.08%
007749,民生加银鹏程混合C,,,1.2368,1.2368,,,限大额,开放赎回,0.00%
010238,安信创新先锋混合发起C,,,1.2368,1.2368,,,开放申购,开放赎回,0.00%
000804,中信建投稳利混合A,,,1.2367,1.4768,,,开放申购,开放赎回,0.08%
371120,上投摩根纯债债券B,,,1.2364,1.5234,,,开放申购,开放赎回,0.00%
001665,平安鑫安混合C,,,1.2360,1.2360,,,限大额,开放赎回,0.00%
003126,长信易进混合A,,,1.2359,1.2359,,,限大额,开放赎回,0.08%
519627,银河君润混合A,,,1.2352,1.3881,,,限大额,开放赎回,0.08%
519628,银河君润混合C,,,1.2351,1.3989,,,限大额,开放赎回,0.00%
519188,万家信用恒利债券A,,,1.2348,1.4785,,,限大额,开放赎回,0.08%
519617,银河君信混合C,,,1.2348,1.4093,,,限大额,开放赎回,0.00%
005833,工银红利优享混合A,,,1.2346,1.4605,,,开放申购,开放赎回,0.15%
010054,万家健康产业混合A,,,1.2343,1.2343,,,开放申购,开放赎回,0.15%
003205,财通可转债债券C,,,1.2341,1.2818,,,开放申购,开放赎回,0.00%
007729,招商普盛全球配置(QDII-FOF)人民币,,,1.2340,1.2340,,,开放申购,开放赎回,0.15%
010780,西部利得量化优选一年持有C,,,1.2340,1.2940,,,限大额,封闭期,0.00%
007875,国融融兴混合A,,,1.2338,1.2338,,,开放申购,开放赎回,0.12%
009006,创金合信鑫祺混合C,,,1.2338,1.2338,,,限大额,开放赎回,0.00%
009030,工银高质量成长混合C,,,1.2337,1.2337,,,开放申购,开放赎回,0.00%
002668,兴业聚丰灵活配置混合,,,1.2333,1.3257,,,限大额,开放赎回,0.15%
004819,国寿安保目标策略混合发起C,,,1.2332,1.2332,,,限大额,开放赎回,0.00%
161221,国投瑞银双债债券C,,,1.2330,1.6610,,,开放申购,开放赎回,0.00%
009540,兴业睿进混合C,,,1.2328,1.2328,,,开放申购,开放赎回,0.00%
008602,方正富邦新兴成长混合A,,,1.2324,1.2324,,,开放申购,开放赎回,0.15%
485005,工银增强收益债券B,,,1.2322,1.9739,,,开放申购,开放赎回,0.00%
001602,鑫元鑫新收益灵活配置混合C,,,1.2322,1.4122,,,开放申购,开放赎回,0.00%
003628,兴银收益增强债券,,,1.2321,1.2321,,,开放申购,开放赎回,0.08%
009169,湘财长兴灵活配置混合A,,,1.2321,1.2321,,,开放申购,开放赎回,0.15%
001604,浙商汇金转型升级灵活配置混合,,,1.2320,1.5150,,,开放申购,开放赎回,0.15%
360011,光大动态优选混合,,,1.2320,2.9980,,,开放申购,开放赎回,0.15%
008212,华夏新机遇混合C,,,1.2320,1.3730,,,限大额,开放赎回,0.00%
010124,兴银景气优选混合A,,,1.2320,1.2320,,,开放申购,开放赎回,0.15%
005102,工银沪深300ETF联接A,,,1.2317,1.2317,,,开放申购,开放赎回,0.10%
